pre_class,post_class,edge_count,has_edge,contact_sum,contact_pairs,has_contact,n_pre_ligands,n_post_receptors,compat_score,compat_pairs
ADA,ADE,1,1,3536.0,4,1,1,3,0,
ADA,ADF,0,0,2768.0,2,1,1,4,0,
ADA,ADL,0,0,8153.0,2,1,1,4,0,
ADA,AFD,0,0,0.0,0,0,1,1,0,
ADA,AIA,2,1,1282.0,2,1,1,4,0,
ADA,AIB,6,1,4991.0,4,1,1,2,0,
ADA,AIM,0,0,107.0,1,1,1,2,0,
ADA,AIN,0,0,0.0,0,0,1,0,0,
ADA,AIY,0,0,25.0,1,1,1,5,0,
ADA,AIZ,0,0,651.0,2,1,1,3,0,
ADA,ALA,0,0,0.0,0,0,1,0,0,
ADA,ALM,0,0,1020.0,1,1,1,4,1,PDF-1->PDFR-1
ADA,ALN,0,0,44.0,1,1,1,3,0,
ADA,AQR,0,0,1482.0,1,1,1,1,0,
ADA,ASEL,0,0,3.0,1,1,1,5,0,
ADA,ASER,0,0,275.0,1,1,1,5,0,
ADA,ASG,0,0,2.0,1,1,1,4,0,
ADA,ASH,0,0,17862.0,2,1,1,8,0,
ADA,ASI,0,0,14.0,1,1,1,5,0,
ADA,ASJ,0,0,0.0,0,0,1,1,0,
ADA,ASK,0,0,7.0,1,1,1,3,0,
ADA,AUA,0,0,0.0,0,0,1,5,0,
ADA,AVA,3,1,15165.0,4,1,1,1,0,
ADA,AVB,28,1,12218.0,4,1,1,1,0,
ADA,AVD,1,1,6620.0,4,1,1,1,1,PDF-1->PDFR-1
ADA,AVE,4,1,898.0,3,1,1,1,0,
ADA,AVF,0,0,700.0,3,1,1,2,1,PDF-1->PDFR-1
ADA,AVH,0,0,614.0,2,1,1,1,0,
ADA,AVJ,10,1,1992.0,2,1,1,1,0,
ADA,AVK,0,0,277.0,1,1,1,0,0,
ADA,AVL,0,0,0.0,0,0,1,1,0,
ADA,AVM,0,0,0.0,0,0,1,3,1,PDF-1->PDFR-1
ADA,AWA,0,0,594.0,1,1,1,1,0,
ADA,AWB,0,0,943.0,2,1,1,3,0,
ADA,BAG,0,0,0.0,0,0,1,2,0,
ADA,BDU,0,0,581.0,2,1,1,3,0,
ADA,CEP,0,0,235.0,3,1,1,3,0,
ADA,DVA,3,1,5860.0,2,1,1,4,0,
ADA,DVC,0,0,0.0,0,0,1,2,0,
ADA,FLP,0,0,3106.0,4,1,1,3,1,PDF-1->PDFR-1
ADA,HSN,0,0,229.0,3,1,1,3,0,
ADA,IL1,0,0,192.0,1,1,1,1,0,
ADA,IL2_DV,0,0,1348.0,4,1,1,2,0,
ADA,IL2_LR,0,0,0.0,0,0,1,3,0,
ADA,OLL,0,0,0.0,0,0,1,2,1,PDF-1->PDFR-1
ADA,OLQ,0,0,276.0,3,1,1,4,1,PDF-1->PDFR-1
ADA,PLN,0,0,3.0,1,1,1,1,0,
ADA,PVC,0,0,159.0,3,1,1,2,1,PDF-1->PDFR-1
ADA,PVN,0,0,382.0,3,1,1,0,0,
ADA,PVP,0,0,1075.0,2,1,1,2,0,
ADA,PVQ,0,0,166.0,2,1,1,8,1,PDF-1->PDFR-1
ADA,PVR,0,0,780.0,2,1,1,2,0,
ADA,PVT,0,0,0.0,0,0,1,4,0,
ADA,RIA,0,0,178.0,2,1,1,4,0,
ADA,RIB,0,0,0.0,0,0,1,2,0,
ADA,RIC,3,1,15327.0,4,1,1,6,0,
ADA,RID,0,0,1373.0,1,1,1,3,0,
ADA,RIF,1,1,1129.0,2,1,1,2,1,PDF-1->PDFR-1
ADA,RIG,0,0,0.0,0,0,1,1,0,
ADA,RIH,0,0,0.0,0,0,1,0,0,
ADA,RIM,13,1,20243.0,3,1,1,3,0,
ADA,RIP,8,1,5565.0,2,1,1,0,0,
ADA,RIR,0,0,0.0,0,0,1,0,0,
ADA,RIS,0,0,0.0,0,0,1,2,0,
ADA,RIV,0,0,1722.0,4,1,1,2,0,
ADA,RMD_DV,0,0,54.0,1,1,1,2,0,
ADA,RMD_LR,0,0,0.0,0,0,1,2,0,
ADA,RME_DV,0,0,0.0,0,0,1,4,1,PDF-1->PDFR-1
ADA,RME_LR,0,0,0.0,0,0,1,4,1,PDF-1->PDFR-1
ADA,RMF,1,1,1091.0,1,1,1,1,0,
ADA,RMG,0,0,3904.0,2,1,1,1,0,
ADA,RMH,0,0,0.0,0,0,1,1,0,
ADA,SAA,1,1,2009.0,3,1,1,1,0,
ADA,SDQ,0,0,234.0,2,1,1,5,0,
ADA,SIA,0,0,1652.0,4,1,1,5,0,
ADA,SIB,0,0,6961.0,6,1,1,1,0,
ADA,SMB,0,0,2411.0,3,1,1,1,0,
ADA,SMD,1,1,2858.0,4,1,1,2,0,
ADA,URA,0,0,556.0,3,1,1,0,0,
ADA,URB,0,0,2241.0,2,1,1,0,0,
ADA,URX,2,1,15707.0,2,1,1,2,1,PDF-1->PDFR-1
ADA,URY,0,0,1108.0,4,1,1,3,1,PDF-1->PDFR-1
ADE,ADA,2,1,3536.0,4,1,2,0,0,
ADE,ADF,0,0,0.0,0,0,2,4,0,
ADE,ADL,0,0,192.0,2,1,2,4,0,
ADE,AFD,0,0,0.0,0,0,2,1,0,
ADE,AIA,0,0,0.0,0,0,2,4,0,
ADE,AIB,0,0,0.0,0,0,2,2,0,
ADE,AIM,0,0,25.0,1,1,2,2,0,
ADE,AIN,0,0,5367.0,3,1,2,0,0,
ADE,AIY,0,0,0.0,0,0,2,5,0,
ADE,AIZ,0,0,0.0,0,0,2,3,0,
ADE,ALA,0,0,2157.0,2,1,2,0,0,
ADE,ALM,1,1,3602.0,2,1,2,4,2,Dopamine->DOP-1;PDF-1->PDFR-1
ADE,ALN,2,1,10957.0,2,1,2,3,1,Dopamine->DOP-1
ADE,AQR,3,1,337.0,1,1,2,1,0,
ADE,ASEL,0,0,0.0,0,0,2,5,1,Dopamine->DOP-3
ADE,ASER,0,0,146.0,1,1,2,5,1,Dopamine->DOP-3
ADE,ASG,0,0,0.0,0,0,2,4,1,Dopamine->DOP-4
ADE,ASH,0,0,0.0,0,0,2,8,0,
ADE,ASI,0,0,104.0,1,1,2,5,0,
ADE,ASJ,1,1,440.0,2,1,2,1,0,
ADE,ASK,0,0,0.0,0,0,2,3,1,Dopamine->DOP-3
ADE,AUA,0,0,0.0,0,0,2,5,1,Dopamine->DOP-1
ADE,AVA,12,1,17792.0,4,1,2,1,0,
ADE,AVB,1,1,0.0,0,0,2,1,0,
ADE,AVD,0,0,880.0,3,1,2,1,1,PDF-1->PDFR-1
ADE,AVE,1,1,2716.0,2,1,2,1,0,
ADE,AVF,0,0,165.0,2,1,2,2,1,PDF-1->PDFR-1
ADE,AVH,0,0,785.0,2,1,2,1,0,
ADE,AVJ,0,0,1169.0,1,1,2,1,0,
ADE,AVK,5,1,1510.0,3,1,2,0,0,
ADE,AVL,0,0,1014.0,2,1,2,1,1,Dopamine->DOP-4
ADE,AVM,0,0,0.0,0,0,2,3,2,Dopamine->DOP-1;PDF-1->PDFR-1
ADE,AWA,0,0,0.0,0,0,2,1,0,
ADE,AWB,0,0,0.0,0,0,2,3,0,
ADE,BAG,0,0,0.0,0,0,2,2,0,
ADE,BDU,1,1,3908.0,2,1,2,3,0,
ADE,CEP,5,1,2715.0,4,1,2,3,1,Dopamine->DOP-2
ADE,DVA,1,1,1566.0,2,1,2,4,0,
ADE,DVC,2,1,40.0,1,1,2,2,0,
ADE,FLP,1,1,9166.0,4,1,2,3,1,PDF-1->PDFR-1
ADE,HSN,0,0,0.0,0,0,2,3,0,
ADE,IL1,8,1,6546.0,4,1,2,1,0,
ADE,IL2_DV,0,0,0.0,0,0,2,2,0,
ADE,IL2_LR,3,1,7268.0,2,1,2,3,0,
ADE,OLL,6,1,7301.0,2,1,2,2,1,PDF-1->PDFR-1
ADE,OLQ,0,0,0.0,0,0,2,4,1,PDF-1->PDFR-1
ADE,PLN,0,0,0.0,0,0,2,1,1,Dopamine->DOP-1
ADE,PVC,0,0,0.0,0,0,2,2,1,PDF-1->PDFR-1
ADE,PVN,1,1,807.0,3,1,2,0,0,
ADE,PVP,1,1,0.0,0,0,2,2,0,
ADE,PVQ,0,0,0.0,0,0,2,8,2,Dopamine->DOP-1;PDF-1->PDFR-1
ADE,PVR,0,0,1567.0,2,1,2,2,0,
ADE,PVT,0,0,0.0,0,0,2,4,0,
ADE,RIA,0,0,738.0,2,1,2,4,1,Dopamine->DOP-2
ADE,RIB,0,0,0.0,0,0,2,2,1,Dopamine->DOP-1
ADE,RIC,0,0,0.0,0,0,2,6,1,Dopamine->DOP-3
ADE,RID,0,0,0.0,0,0,2,3,1,Dopamine->DOP-2
ADE,RIF,0,0,2253.0,2,1,2,2,1,PDF-1->PDFR-1
ADE,RIG,34,1,13381.0,4,1,2,1,0,
ADE,RIH,3,1,11623.0,2,1,2,0,0,
ADE,RIM,0,0,0.0,0,0,2,3,1,Dopamine->DOP-1
ADE,RIP,0,0,0.0,0,0,2,0,0,
ADE,RIR,0,0,438.0,1,1,2,0,0,
ADE,RIS,0,0,0.0,0,0,2,2,1,Dopamine->DOP-1
ADE,RIV,6,1,5084.0,4,1,2,2,0,
ADE,RMD_DV,0,0,523.0,2,1,2,2,0,
ADE,RMD_LR,8,1,7627.0,4,1,2,2,0,
ADE,RME_DV,0,0,0.0,0,0,2,4,1,PDF-1->PDFR-1
ADE,RME_LR,1,1,6473.0,2,1,2,4,1,PDF-1->PDFR-1
ADE,RMF,7,1,1430.0,1,1,2,1,0,
ADE,RMG,1,1,305.0,2,1,2,1,0,
ADE,RMH,2,1,1833.0,3,1,2,1,0,
ADE,SAA,3,1,4858.0,7,1,2,1,0,
ADE,SDQ,0,0,2457.0,2,1,2,5,0,
ADE,SIA,0,0,229.0,2,1,2,5,2,Dopamine->DOP-2;Dopamine->DOP-3
ADE,SIB,2,1,2086.0,5,1,2,1,1,Dopamine->DOP-2
ADE,SMB,3,1,1813.0,4,1,2,1,0,
ADE,SMD,0,0,4659.0,6,1,2,2,0,
ADE,URA,0,0,0.0,0,0,2,0,0,
ADE,URB,1,1,5744.0,2,1,2,0,0,
ADE,URX,0,0,1266.0,1,1,2,2,1,PDF-1->PDFR-1
ADE,URY,0,0,0.0,0,0,2,3,1,PDF-1->PDFR-1
ADF,ADA,1,1,2768.0,2,1,3,0,0,
ADF,ADE,0,0,0.0,0,0,3,3,0,
ADF,ADL,0,0,1345.0,2,1,3,4,1,Serotonin->SER-6
ADF,AFD,0,0,18241.0,2,1,3,1,0,
ADF,AIA,0,0,1863.0,2,1,3,4,1,Serotonin->MOD-1
ADF,AIB,1,1,1752.0,3,1,3,2,2,Serotonin->MOD-1;Serotonin->SER-4
ADF,AIM,0,0,1774.0,2,1,3,2,0,
ADF,AIN,0,0,0.0,0,0,3,0,0,
ADF,AIY,0,0,5182.0,2,1,3,5,3,NLP-3->CKR-2;Serotonin->MOD-1;Serotonin->SER-2
ADF,AIZ,19,1,25537.0,2,1,3,3,2,Serotonin->MOD-1;Serotonin->SER-2
ADF,ALA,0,0,0.0,0,0,3,0,0,
ADF,ALM,0,0,0.0,0,0,3,4,0,
ADF,ALN,0,0,0.0,0,0,3,3,1,Serotonin->SER-2
ADF,AQR,0,0,1554.0,2,1,3,1,1,FLP-21->NPR-1
ADF,ASEL,0,0,2187.0,2,1,3,5,1,FLP-21->NPR-1
ADF,ASER,2,1,1448.0,2,1,3,5,1,FLP-21->NPR-1
ADF,ASG,1,1,205.0,2,1,3,4,1,FLP-21->NPR-1
ADF,ASH,0,0,4218.0,2,1,3,8,3,FLP-21->NPR-1;Serotonin->SER-3;Serotonin->SER-5
ADF,ASI,0,0,1119.0,1,1,3,5,2,NLP-3->NPR-17;Serotonin->SER-6
ADF,ASJ,0,0,0.0,0,0,3,1,0,
ADF,ASK,0,0,10412.0,2,1,3,3,0,
ADF,AUA,13,1,22205.0,3,1,3,5,2,FLP-21->NPR-1;Serotonin->SER-2
ADF,AVA,0,0,71.0,1,1,3,1,0,
ADF,AVB,0,0,1565.0,2,1,3,1,0,
ADF,AVD,0,0,0.0,0,0,3,1,0,
ADF,AVE,0,0,22.0,1,1,3,1,0,
ADF,AVF,0,0,0.0,0,0,3,2,0,
ADF,AVH,2,1,12979.0,2,1,3,1,1,Serotonin->SER-2
ADF,AVJ,0,0,0.0,0,0,3,1,1,Serotonin->SER-5
ADF,AVK,0,0,0.0,0,0,3,0,0,
ADF,AVL,0,0,0.0,0,0,3,1,0,
ADF,AVM,0,0,0.0,0,0,3,3,0,
ADF,AWA,0,0,17707.0,2,1,3,1,0,
ADF,AWB,2,1,21128.0,2,1,3,3,2,Serotonin->SER-5;Serotonin->SER-6
ADF,BAG,0,0,1896.0,1,1,3,2,0,
ADF,BDU,0,0,0.0,0,0,3,3,1,Serotonin->SER-2
ADF,CEP,0,0,0.0,0,0,3,3,0,
ADF,DVA,0,0,1188.0,1,1,3,4,2,Serotonin->SER-2;Serotonin->SER-4
ADF,DVC,0,0,0.0,0,0,3,2,2,Serotonin->SER-1;Serotonin->SER-4
ADF,FLP,0,0,0.0,0,0,3,3,0,
ADF,HSN,0,0,352.0,1,1,3,3,0,
ADF,IL1,0,0,0.0,0,0,3,1,0,
ADF,IL2_DV,0,0,0.0,0,0,3,2,0,
ADF,IL2_LR,0,0,0.0,0,0,3,3,1,FLP-21->NPR-1
ADF,OLL,0,0,0.0,0,0,3,2,1,Serotonin->SER-2
ADF,OLQ,1,1,421.0,2,1,3,4,1,FLP-21->NPR-1
ADF,PLN,0,0,0.0,0,0,3,1,0,
ADF,PVC,0,0,121.0,1,1,3,2,1,Serotonin->SER-2
ADF,PVN,0,0,0.0,0,0,3,0,0,
ADF,PVP,0,0,5942.0,2,1,3,2,1,NLP-3->NPR-17
ADF,PVQ,1,1,0.0,0,0,3,8,3,NLP-3->NPR-17;Serotonin->SER-1;Serotonin->SER-3
ADF,PVR,0,0,0.0,0,0,3,2,0,
ADF,PVT,0,0,0.0,0,0,3,4,3,Serotonin->SER-1;Serotonin->SER-2;Serotonin->SER-4
ADF,RIA,35,1,44468.0,2,1,3,4,2,Serotonin->SER-1;Serotonin->SER-2
ADF,RIB,0,0,2500.0,2,1,3,2,1,Serotonin->SER-4
ADF,RIC,1,1,0.0,0,0,3,6,4,Serotonin->MOD-1;Serotonin->SER-1;Serotonin->SER-2;Serotonin->SER-6
ADF,RID,0,0,170.0,1,1,3,3,2,Serotonin->MOD-1;Serotonin->SER-2
ADF,RIF,0,0,2650.0,2,1,3,2,0,
ADF,RIG,9,1,5313.0,2,1,3,1,1,FLP-21->NPR-1
ADF,RIH,0,0,2503.0,2,1,3,0,0,
ADF,RIM,0,0,817.0,1,1,3,3,2,Serotonin->MOD-1;Serotonin->SER-4
ADF,RIP,0,0,0.0,0,0,3,0,0,
ADF,RIR,6,1,14911.0,2,1,3,0,0,
ADF,RIS,0,0,0.0,0,0,3,2,1,Serotonin->SER-4
ADF,RIV,0,0,0.0,0,0,3,2,1,FLP-21->NPR-1
ADF,RMD_DV,0,0,0.0,0,0,3,2,1,Serotonin->SER-1
ADF,RMD_LR,0,0,0.0,0,0,3,2,1,Serotonin->SER-1
ADF,RME_DV,0,0,0.0,0,0,3,4,2,Serotonin->MOD-1;Serotonin->SER-2
ADF,RME_LR,0,0,0.0,0,0,3,4,2,Serotonin->MOD-1;Serotonin->SER-2
ADF,RMF,0,0,0.0,0,0,3,1,1,Serotonin->SER-1
ADF,RMG,0,0,0.0,0,0,3,1,1,FLP-21->NPR-1
ADF,RMH,0,0,0.0,0,0,3,1,1,Serotonin->SER-1
ADF,SAA,0,0,0.0,0,0,3,1,1,FLP-21->NPR-1
ADF,SDQ,0,0,0.0,0,0,3,5,2,FLP-21->NPR-1;Serotonin->SER-2
ADF,SIA,0,0,135.0,1,1,3,5,3,Serotonin->SER-2;Serotonin->SER-3;Serotonin->SER-6
ADF,SIB,1,1,2265.0,5,1,3,1,0,
ADF,SMB,13,1,25649.0,4,1,3,1,1,FLP-21->NPR-1
ADF,SMD,0,0,350.0,1,1,3,2,0,
ADF,URA,0,0,0.0,0,0,3,0,0,
ADF,URB,0,0,0.0,0,0,3,0,0,
ADF,URX,4,1,7384.0,2,1,3,2,1,FLP-21->NPR-1
ADF,URY,1,1,175.0,2,1,3,3,1,Serotonin->SER-1
ADL,ADA,0,0,8153.0,2,1,2,0,0,
ADL,ADE,0,0,192.0,2,1,2,3,0,
ADL,ADF,0,0,1345.0,2,1,2,4,0,
ADL,AFD,0,0,0.0,0,0,2,1,0,
ADL,AIA,14,1,6930.0,3,1,2,4,0,
ADL,AIB,24,1,15835.0,3,1,2,2,0,
ADL,AIM,0,0,28.0,1,1,2,2,0,
ADL,AIN,0,0,118.0,1,1,2,0,0,
ADL,AIY,0,0,21.0,1,1,2,5,0,
ADL,AIZ,0,0,14.0,1,1,2,3,0,
ADL,ALA,0,0,7410.0,2,1,2,0,0,
ADL,ALM,0,0,783.0,2,1,2,4,0,
ADL,ALN,0,0,0.0,0,0,2,3,0,
ADL,AQR,0,0,12.0,1,1,2,1,1,FLP-21->NPR-1
ADL,ASEL,5,1,2514.0,1,1,2,5,1,FLP-21->NPR-1
ADL,ASER,5,1,18761.0,2,1,2,5,1,FLP-21->NPR-1
ADL,ASG,0,0,716.0,2,1,2,4,1,FLP-21->NPR-1
ADL,ASH,11,1,15438.0,2,1,2,8,1,FLP-21->NPR-1
ADL,ASI,0,0,773.0,1,1,2,5,0,
ADL,ASJ,0,0,3.0,1,1,2,1,0,
ADL,ASK,2,1,30528.0,3,1,2,3,0,
ADL,AUA,0,0,0.0,0,0,2,5,1,FLP-21->NPR-1
ADL,AVA,10,1,8278.0,3,1,2,1,0,
ADL,AVB,2,1,4071.0,4,1,2,1,0,
ADL,AVD,14,1,4539.0,4,1,2,1,0,
ADL,AVE,2,1,214.0,1,1,2,1,0,
ADL,AVF,0,0,1546.0,2,1,2,2,0,
ADL,AVH,0,0,5432.0,2,1,2,1,0,
ADL,AVJ,8,1,1757.0,4,1,2,1,0,
ADL,AVK,0,0,0.0,0,0,2,0,0,
ADL,AVL,0,0,0.0,0,0,2,1,0,
ADL,AVM,0,0,0.0,0,0,2,3,0,
ADL,AWA,0,0,21021.0,2,1,2,1,0,
ADL,AWB,1,1,16462.0,2,1,2,3,0,
ADL,BAG,0,0,0.0,0,0,2,2,0,
ADL,BDU,0,0,227.0,2,1,2,3,0,
ADL,CEP,0,0,7824.0,1,1,2,3,0,
ADL,DVA,0,0,456.0,1,1,2,4,0,
ADL,DVC,0,0,0.0,0,0,2,2,0,
ADL,FLP,0,0,0.0,0,0,2,3,0,
ADL,HSN,2,1,4390.0,4,1,2,3,0,
ADL,IL1,0,0,178.0,4,1,2,1,0,
ADL,IL2_DV,0,0,0.0,0,0,2,2,0,
ADL,IL2_LR,0,0,423.0,2,1,2,3,1,FLP-21->NPR-1
ADL,OLL,0,0,782.0,2,1,2,2,0,
ADL,OLQ,0,0,3537.0,2,1,2,4,1,FLP-21->NPR-1
ADL,PLN,0,0,0.0,0,0,2,1,0,
ADL,PVC,0,0,3330.0,3,1,2,2,0,
ADL,PVN,1,1,0.0,0,0,2,0,0,
ADL,PVP,1,1,1674.0,2,1,2,2,0,
ADL,PVQ,2,1,7985.0,2,1,2,8,0,
ADL,PVR,0,0,111.0,2,1,2,2,0,
ADL,PVT,0,0,0.0,0,0,2,4,0,
ADL,RIA,0,0,5247.0,2,1,2,4,0,
ADL,RIB,0,0,0.0,0,0,2,2,0,
ADL,RIC,0,0,3856.0,4,1,2,6,0,
ADL,RID,0,0,2562.0,2,1,2,3,0,
ADL,RIF,0,0,1817.0,2,1,2,2,0,
ADL,RIG,0,0,47.0,1,1,2,1,1,FLP-21->NPR-1
ADL,RIH,0,0,0.0,0,0,2,0,0,
ADL,RIM,0,0,441.0,1,1,2,3,0,
ADL,RIP,0,0,254.0,2,1,2,0,0,
ADL,RIR,0,0,278.0,2,1,2,0,0,
ADL,RIS,0,0,0.0,0,0,2,2,0,
ADL,RIV,0,0,956.0,2,1,2,2,1,FLP-21->NPR-1
ADL,RMD_DV,0,0,0.0,0,0,2,2,0,
ADL,RMD_LR,0,0,0.0,0,0,2,2,0,
ADL,RME_DV,0,0,0.0,0,0,2,4,0,
ADL,RME_LR,0,0,0.0,0,0,2,4,0,
ADL,RMF,0,0,0.0,0,0,2,1,0,
ADL,RMG,0,0,2533.0,2,1,2,1,1,FLP-21->NPR-1
ADL,RMH,0,0,81.0,1,1,2,1,0,
ADL,SAA,0,0,1477.0,2,1,2,1,1,FLP-21->NPR-1
ADL,SDQ,0,0,350.0,1,1,2,5,1,FLP-21->NPR-1
ADL,SIA,0,0,140.0,1,1,2,5,0,
ADL,SIB,2,1,1050.0,3,1,2,1,0,
ADL,SMB,6,1,17887.0,4,1,2,1,1,FLP-21->NPR-1
ADL,SMD,0,0,0.0,0,0,2,2,0,
ADL,URA,0,0,126.0,1,1,2,0,0,
ADL,URB,0,0,1961.0,1,1,2,0,0,
ADL,URX,0,0,3736.0,2,1,2,2,1,FLP-21->NPR-1
ADL,URY,0,0,229.0,3,1,2,3,0,
AFD,ADA,0,0,0.0,0,0,2,0,0,
AFD,ADE,0,0,0.0,0,0,2,3,0,
AFD,ADF,0,0,18241.0,2,1,2,4,2,NTC-1->NTR-1;NTC-1->NTR-2
AFD,ADL,0,0,0.0,0,0,2,4,2,NTC-1->NTR-1;NTC-1->NTR-2
AFD,AIA,0,0,387.0,2,1,2,4,1,NTC-1->NTR-2
AFD,AIB,0,0,5217.0,2,1,2,2,0,
AFD,AIM,0,0,0.0,0,0,2,2,0,
AFD,AIN,0,0,34264.0,4,1,2,0,0,
AFD,AIY,27,1,46967.0,3,1,2,5,0,
AFD,AIZ,0,0,15550.0,2,1,2,3,0,
AFD,ALA,0,0,121.0,1,1,2,0,0,
AFD,ALM,0,0,0.0,0,0,2,4,1,PDF-1->PDFR-1
AFD,ALN,0,0,0.0,0,0,2,3,0,
AFD,AQR,0,0,0.0,0,0,2,1,0,
AFD,ASEL,1,1,7241.0,2,1,2,5,1,NTC-1->NTR-1
AFD,ASER,1,1,9045.0,2,1,2,5,1,NTC-1->NTR-1
AFD,ASG,0,0,0.0,0,0,2,4,0,
AFD,ASH,0,0,1936.0,2,1,2,8,2,NTC-1->NTR-1;NTC-1->NTR-2
AFD,ASI,0,0,5026.0,3,1,2,5,0,
AFD,ASJ,0,0,0.0,0,0,2,1,0,
AFD,ASK,0,0,475.0,1,1,2,3,0,
AFD,AUA,0,0,15869.0,3,1,2,5,0,
AFD,AVA,0,0,20076.0,2,1,2,1,0,
AFD,AVB,0,0,0.0,0,0,2,1,0,
AFD,AVD,0,0,0.0,0,0,2,1,1,PDF-1->PDFR-1
AFD,AVE,0,0,12780.0,2,1,2,1,0,
AFD,AVF,0,0,0.0,0,0,2,2,1,PDF-1->PDFR-1
AFD,AVH,0,0,0.0,0,0,2,1,0,
AFD,AVJ,0,0,0.0,0,0,2,1,0,
AFD,AVK,0,0,0.0,0,0,2,0,0,
AFD,AVL,0,0,0.0,0,0,2,1,0,
AFD,AVM,0,0,0.0,0,0,2,3,1,PDF-1->PDFR-1
AFD,AWA,0,0,18154.0,2,1,2,1,0,
AFD,AWB,0,0,69.0,2,1,2,3,0,
AFD,BAG,0,0,928.0,2,1,2,2,0,
AFD,BDU,0,0,0.0,0,0,2,3,1,NTC-1->NTR-1
AFD,CEP,0,0,0.0,0,0,2,3,0,
AFD,DVA,0,0,0.0,0,0,2,4,0,
AFD,DVC,0,0,0.0,0,0,2,2,0,
AFD,FLP,0,0,0.0,0,0,2,3,1,PDF-1->PDFR-1
AFD,HSN,0,0,0.0,0,0,2,3,0,
AFD,IL1,0,0,0.0,0,0,2,1,0,
AFD,IL2_DV,0,0,23.0,1,1,2,2,0,
AFD,IL2_LR,0,0,0.0,0,0,2,3,0,
AFD,OLL,0,0,38.0,1,1,2,2,1,PDF-1->PDFR-1
AFD,OLQ,0,0,0.0,0,0,2,4,1,PDF-1->PDFR-1
AFD,PLN,0,0,0.0,0,0,2,1,0,
AFD,PVC,0,0,0.0,0,0,2,2,1,PDF-1->PDFR-1
AFD,PVN,0,0,0.0,0,0,2,0,0,
AFD,PVP,0,0,0.0,0,0,2,2,1,NTC-1->NTR-2
AFD,PVQ,0,0,0.0,0,0,2,8,3,NTC-1->NTR-1;NTC-1->NTR-2;PDF-1->PDFR-1
AFD,PVR,0,0,0.0,0,0,2,2,2,NTC-1->NTR-1;NTC-1->NTR-2
AFD,PVT,0,0,0.0,0,0,2,4,0,
AFD,RIA,0,0,12724.0,2,1,2,4,0,
AFD,RIB,0,0,647.0,2,1,2,2,0,
AFD,RIC,0,0,0.0,0,0,2,6,1,NTC-1->NTR-1
AFD,RID,0,0,1833.0,2,1,2,3,0,
AFD,RIF,0,0,0.0,0,0,2,2,2,NTC-1->NTR-2;PDF-1->PDFR-1
AFD,RIG,0,0,138.0,2,1,2,1,0,
AFD,RIH,0,0,0.0,0,0,2,0,0,
AFD,RIM,0,0,0.0,0,0,2,3,0,
AFD,RIP,0,0,0.0,0,0,2,0,0,
AFD,RIR,0,0,753.0,2,1,2,0,0,
AFD,RIS,0,0,0.0,0,0,2,2,0,
AFD,RIV,0,0,95.0,1,1,2,2,0,
AFD,RMD_DV,0,0,948.0,1,1,2,2,0,
AFD,RMD_LR,0,0,218.0,1,1,2,2,0,
AFD,RME_DV,0,0,0.0,0,0,2,4,2,NTC-1->NTR-2;PDF-1->PDFR-1
AFD,RME_LR,0,0,0.0,0,0,2,4,2,NTC-1->NTR-2;PDF-1->PDFR-1
AFD,RMF,0,0,0.0,0,0,2,1,0,
AFD,RMG,0,0,0.0,0,0,2,1,0,
AFD,RMH,0,0,0.0,0,0,2,1,0,
AFD,SAA,0,0,0.0,0,0,2,1,0,
AFD,SDQ,0,0,0.0,0,0,2,5,0,
AFD,SIA,0,0,0.0,0,0,2,5,0,
AFD,SIB,0,0,190.0,1,1,2,1,0,
AFD,SMB,0,0,0.0,0,0,2,1,0,
AFD,SMD,0,0,464.0,1,1,2,2,1,NTC-1->NTR-2
AFD,URA,0,0,0.0,0,0,2,0,0,
AFD,URB,0,0,0.0,0,0,2,0,0,
AFD,URX,0,0,1008.0,1,1,2,2,1,PDF-1->PDFR-1
AFD,URY,0,0,0.0,0,0,2,3,1,PDF-1->PDFR-1
AIA,ADA,4,1,1282.0,2,1,2,0,0,
AIA,ADE,0,0,0.0,0,0,2,3,0,
AIA,ADF,0,0,1863.0,2,1,2,4,0,
AIA,ADL,2,1,6930.0,3,1,2,4,0,
AIA,AFD,0,0,387.0,2,1,2,1,0,
AIA,AIB,25,1,47930.0,3,1,2,2,0,
AIA,AIM,0,0,8424.0,3,1,2,2,0,
AIA,AIN,0,0,2101.0,2,1,2,0,0,
AIA,AIY,0,0,494.0,2,1,2,5,1,FLP-1->NPR-11
AIA,AIZ,0,0,8825.0,3,1,2,3,0,
AIA,ALA,0,0,22.0,1,1,2,0,0,
AIA,ALM,0,0,0.0,0,0,2,4,0,
AIA,ALN,0,0,0.0,0,0,2,3,0,
AIA,AQR,0,0,0.0,0,0,2,1,1,FLP-2->NPR-1
AIA,ASEL,1,1,3076.0,2,1,2,5,1,FLP-2->NPR-1
AIA,ASER,1,1,9200.0,2,1,2,5,1,FLP-2->NPR-1
AIA,ASG,2,1,39033.0,3,1,2,4,1,FLP-2->NPR-1
AIA,ASH,1,1,13124.0,2,1,2,8,1,FLP-2->NPR-1
AIA,ASI,2,1,7677.0,3,1,2,5,0,
AIA,ASJ,0,0,4404.0,2,1,2,1,0,
AIA,ASK,5,1,44686.0,4,1,2,3,0,
AIA,AUA,0,0,0.0,0,0,2,5,1,FLP-2->NPR-1
