wbgene,symbol,freq_pre,freq_post,freq_max,coef_pre_mean,coef_post_mean
WBGene00022410,Y97E10C.1,0.63,1.0,1.0,0.001213533638709553,0.006422377867923424
WBGene00000380,cct-5,0.5,0.97,0.97,0.0008116447244895697,0.003715151595752221
WBGene00007647,C17E4.10,0.06,0.97,0.97,4.566688261884174e-05,0.008496480332004648
WBGene00000066,act-4,0.51,0.97,0.97,0.0005513410566451422,0.0030700869189603662
WBGene00006831,unc-104,0.07,0.94,0.94,0.00010353802810662973,0.004833851810387468
WBGene00021020,W04B5.3,0.92,0.0,0.92,0.2456804313193247,0.0
WBGene00019226,H22K11.3,0.06,0.86,0.86,0.002965377339633035,-0.08768454735465618
WBGene00022748,oaz-1,0.85,0.79,0.85,0.0019280613212997702,0.0011386350523008117
WBGene00001671,gpa-9,0.05,0.83,0.83,0.0026789370354405734,-0.09768923551905742
WBGene00011857,coa-4,0.0,0.83,0.83,0.0,-0.03350048205261101
WBGene00007750,syg-2,0.0,0.83,0.83,0.0,-0.056853186598102415
WBGene00010448,K01A6.6,0.0,0.82,0.82,0.0,0.15841213830307607
WBGene00001592,glc-2,0.0,0.79,0.79,0.0,-0.07985583464765335
WBGene00017981,figl-1,0.02,0.79,0.79,4.436284984074083e-05,0.016798120717901065
WBGene00009277,F30F8.10,0.0,0.78,0.78,0.0,0.030054816735146046
WBGene00016635,C44B11.6,0.27,0.76,0.76,0.0004681260857640519,0.002168051313508308
WBGene00000386,cdc-25.1,0.01,0.74,0.74,5.1791625568181274e-05,0.11666656632372416
WBGene00003652,nhr-62,0.73,0.0,0.73,0.07625941766976357,0.0
WBGene00013038,ani-1,0.0,0.69,0.69,0.0,0.06556857322396774
WBGene00020924,W02B3.4,0.04,0.68,0.68,-0.0031240094916247397,0.08589424539252292
WBGene00022727,prkl-1,0.67,0.0,0.67,-0.09455996133790757,0.0
WBGene00009125,F25H5.2,0.07,0.67,0.67,-0.0019492899407026678,0.07701484831283466
WBGene00001488,frm-1,0.06,0.66,0.66,2.427542476234656e-05,0.003645561927040481
WBGene00006681,twk-29,0.06,0.66,0.66,-0.001980629292410918,0.07214387614585385
WBGene00220160,Y44A6C.4,0.0,0.65,0.65,0.0,-0.04547401377682446
WBGene00004431,rpl-19,0.38,0.64,0.64,0.0004695989044077804,0.0009285380708889859
WBGene00016890,lst-5,0.01,0.62,0.62,-0.000505769356200701,0.07382501538973849
WBGene00015059,B0228.1,0.62,0.0,0.62,-0.035269378838204114,0.0
WBGene00006793,unc-59,0.0,0.61,0.61,0.0,-0.03299090813042764
WBGene00008047,lact-7,0.0,0.6,0.6,0.0,0.06379806706656946
WBGene00017435,F13H8.2,0.0,0.6,0.6,0.0,-0.03773423466048086
WBGene00201549,F35D2.16,0.59,0.0,0.59,0.01854150721879,0.0
WBGene00012692,Y39B6A.33,0.0,0.59,0.59,0.0,-0.017235977839523596
WBGene00019324,K02F2.5,0.59,0.1,0.59,0.0010827825746249258,2.0521288994215462e-05
WBGene00020437,stt-3,0.0,0.59,0.59,0.0,-0.022642081008045198
WBGene00021830,Y54E10A.10,0.57,0.01,0.57,-0.03479808613121282,-7.218863807951585e-06
WBGene00002241,kup-1,0.0,0.57,0.57,0.0,0.022610449347822588
WBGene00012984,Y48B6A.13,0.0,0.57,0.57,0.0,-0.020913229251905897
WBGene00000373,cyp-14A5,0.56,0.0,0.56,-0.08768062813772018,0.0
WBGene00021301,Y32G9A.2,0.56,0.0,0.56,0.09121673690567271,0.0
WBGene00022814,ZK742.4,0.55,0.0,0.55,0.05016014782443965,0.0
WBGene00006779,unc-43,0.55,0.35,0.55,0.0014380368000271215,0.0010585130861743561
WBGene00000237,bam-2,0.0,0.55,0.55,0.0,0.09096083035437903
WBGene00020509,hex-1,0.0,0.52,0.52,0.0,-0.0253206745284088
WBGene00023245,C33E10.3,0.52,0.0,0.52,-0.03154389824965008,0.0
WBGene00003017,lin-31,0.0,0.52,0.52,0.0,0.09420055675600976
WBGene00014947,Y71A12B.14,0.52,0.0,0.52,0.04024323953096163,0.0
WBGene00012363,W09D10.5,0.52,0.01,0.52,-0.047750477636777845,0.0010480917358982062
WBGene00001248,elp-1,0.01,0.52,0.52,0.001062767653558577,0.06217830903286626
WBGene00012440,nlp-53,0.52,0.0,0.52,-0.029901698865923046,0.0
WBGene00015000,AH9.4,0.52,0.0,0.52,-0.02441641692811392,0.0
WBGene00018018,F33G12.6,0.0,0.52,0.52,0.0,0.008132324201777633
WBGene00019902,R05G6.10,0.19,0.51,0.51,-0.005995161280805567,0.02885800163773091
WBGene00003175,mec-12,0.0,0.51,0.51,0.0,0.0022791857483599846
WBGene00002018,hsp-16.41,0.2,0.51,0.51,0.00012374619014512902,0.0009317730949798878
WBGene00006528,tba-1,0.27,0.5,0.5,0.0005035144366157646,0.00175785201109157
WBGene00011290,R102.3,0.02,0.49,0.49,0.0005076723634735415,-0.02827555260881998
WBGene00045247,F54H12.8,0.0,0.48,0.48,0.0,0.03262559144160663
WBGene00021050,W05H9.3,0.0,0.48,0.48,0.0,0.008052713497210805
WBGene00020929,W02C12.2,0.48,0.0,0.48,0.0009550193203962789,0.0
WBGene00018976,daam-1,0.47,0.01,0.47,0.042778207079160524,0.0015416193543156668
WBGene00011077,R07B1.5,0.01,0.47,0.47,-0.00018037816349840012,-0.019249396391514337
WBGene00199831,F01E11.12,0.47,0.0,0.47,-0.029054556743494796,0.0
WBGene00010921,fbxb-4,0.47,0.01,0.47,0.05821696753401511,0.0003788205527933286
WBGene00003384,moc-1,0.02,0.46,0.46,0.0011965570338711745,-0.0415529976503118
WBGene00018781,F54A3.2,0.02,0.46,0.46,-0.0005818319774399574,0.011202830005214931
WBGene00001523,gbh-2,0.0,0.46,0.46,0.0,-0.010626626864697467
WBGene00021087,W08E12.6,0.45,0.01,0.45,0.03790046190836498,-8.925226511743448e-05
WBGene00011924,T22C8.3,0.02,0.45,0.45,-0.0001103001244427634,-0.009901825676189076
WBGene00219707,linc-8,0.41,0.45,0.45,0.0010548985729216696,0.0009692694422050973
WBGene00011400,T03F6.4,0.0,0.44,0.44,0.0,-0.03084852669244843
WBGene00011352,rskn-1,0.01,0.44,0.44,7.472143743030444e-07,0.00118031394156132
WBGene00017040,D1079.1,0.04,0.44,0.44,0.0018156791774533233,-0.027993639797290536
WBGene00021439,ckr-2,0.43,0.03,0.43,-0.020201579091185563,-0.00028488578587126663
WBGene00009951,F53A2.3,0.43,0.01,0.43,-0.01738478882725011,0.00015065842878957274
WBGene00013768,sld-5,0.43,0.0,0.43,0.005339537873980228,0.0
WBGene00010726,K09E9.3,0.43,0.0,0.43,0.013455038557816318,0.0
WBGene00006801,unc-68,0.01,0.43,0.43,0.00012479265581058605,0.018308393410730976
WBGene00006366,sym-1,0.0,0.42,0.42,0.0,0.03185604305687631
WBGene00021983,npr-5,0.42,0.02,0.42,0.022630337282300815,-0.0001909655597578148
WBGene00004047,plx-1,0.0,0.42,0.42,0.0,0.030386362364723318
WBGene00000817,csn-5,0.42,0.0,0.42,0.010660631332770953,0.0
WBGene00006887,vav-1,0.42,0.0,0.42,-0.030277338345919093,0.0
WBGene00015435,C04E12.5,0.08,0.42,0.42,0.0029882019787659175,0.04757896140148
WBGene00013284,daf-22,0.42,0.06,0.42,-0.02301222350288349,-0.001041659588951764
WBGene00219758,linc-11,0.23,0.41,0.41,0.0002250214292017397,0.0007923129083880567
WBGene00023205,Y119D3B.10,0.41,0.0,0.41,-0.030922305739674246,0.0
WBGene00012439,Y12A6A.1,0.19,0.41,0.41,-0.006126669407467117,-0.018162940385558043
WBGene00018714,F52H2.1,0.41,0.0,0.41,0.009927430850159423,0.0
WBGene00021204,fbxb-77,0.41,0.01,0.41,0.032718336851073046,-0.00010669737988070571
WBGene00019999,srab-14,0.0,0.41,0.41,0.0,-0.014617904242694903
WBGene00044614,C36B1.14,0.4,0.01,0.4,0.00571436808401364,3.3607264759757885e-05
WBGene00000591,coh-1,0.4,0.0,0.4,0.016411472355883985,0.0
WBGene00009456,F36A2.9,0.02,0.4,0.4,-0.00020405713163453037,-0.017014927563876844
WBGene00018827,pst-2,0.0,0.4,0.4,0.0,0.023442945252174257
WBGene00011144,R08D7.4,0.4,0.4,0.4,0.0006692143150851913,0.0009250638499340598
WBGene00014125,ZK863.8,0.0,0.39,0.39,0.0,-0.02287121664363132
WBGene00018521,F46H5.5,0.0,0.39,0.39,0.0,0.01514231583662349
WBGene00000593,col-2,0.39,0.0,0.39,-0.03230791620181399,0.0
WBGene00008735,F13D2.1,0.0,0.39,0.39,0.0,-0.016253808976625598
WBGene00016631,C44B7.11,0.39,0.0,0.39,-0.02057611170290643,0.0
WBGene00010935,M163.1,0.38,0.0,0.38,-0.019450245381464823,0.0
WBGene00017010,D1007.15,0.38,0.0,0.38,0.02173849867439788,0.0
WBGene00015156,B0361.2,0.0,0.38,0.38,0.0,0.009380076227342927
WBGene00219765,linc-165,0.38,0.0,0.38,-0.018962468687114938,0.0
WBGene00017700,F22D3.4,0.0,0.38,0.38,0.0,0.03697390808752732
WBGene00255598,BE0003N10.6,0.38,0.0,0.38,-0.019971271724591688,0.0
WBGene00008727,F13A7.12,0.38,0.0,0.38,0.02992705135503525,0.0
WBGene00019643,K11C4.2,0.0,0.38,0.38,0.0,-0.010327163724353113
WBGene00010978,R02D5.4,0.38,0.0,0.38,0.04266885360455401,0.0
WBGene00019255,H32C10.1,0.0,0.38,0.38,0.0,0.025459971337841676
WBGene00008191,C49A1.10,0.37,0.02,0.37,0.05196366436759733,-0.0009294495325184827
WBGene00006371,syx-3,0.37,0.1,0.37,-0.01916619472509331,0.004079031075713971
WBGene00015558,C06G4.4,0.01,0.37,0.37,0.00031297373896845037,0.02889129181653489
WBGene00006483,dgk-4,0.37,0.01,0.37,0.007821795419134234,8.698684389854092e-06
WBGene00022682,ZK185.2,0.0,0.36,0.36,0.0,0.02368307376775139
WBGene00017005,D1007.8,0.36,0.04,0.36,-0.022983356360258386,0.001223667246209911
WBGene00015747,C13G5.2,0.0,0.36,0.36,0.0,0.01395745623192348
WBGene00001744,gars-1,0.36,0.0,0.36,-0.010191669422284364,0.0
WBGene00021533,Y42G9A.3,0.36,0.02,0.36,-0.019767793251998397,0.0007066448936545743
WBGene00044443,ZC21.10,0.01,0.36,0.36,0.00013592606953475913,0.02013088202884111
WBGene00219688,linc-21,0.36,0.13,0.36,0.03833908224311629,0.015580210923686375
WBGene00017611,F19G12.3,0.36,0.0,0.36,0.025781007970798787,0.0
WBGene00014206,nit-1,0.36,0.0,0.36,0.0593033581800031,0.0
WBGene00017614,F20A1.2,0.36,0.0,0.36,-0.018101221607170856,0.0
WBGene00018383,F43C11.6,0.0,0.35,0.35,0.0,0.0315628772158724
WBGene00006722,ubh-2,0.35,0.24,0.35,0.002706198606462803,0.0015296283276130531
WBGene00020613,T20D4.7,0.35,0.0,0.35,0.04031695674067977,0.0
WBGene00015784,C15B12.2,0.35,0.0,0.35,-0.026100531773130115,0.0
WBGene00004077,pop-1,0.0,0.35,0.35,0.0,0.06305533773251734
WBGene00009585,cal-7,0.35,0.0,0.35,-0.020293298286896477,0.0
WBGene00014111,rpc-25,0.0,0.34,0.34,0.0,-0.015135751162834358
WBGene00199239,Y55D5A.10,0.34,0.0,0.34,0.02986290381074365,0.0
WBGene00022426,Y104H12D.2,0.0,0.34,0.34,0.0,-0.012713662959276277
WBGene00010645,fecl-1,0.0,0.34,0.34,0.0,0.0057555762267480414
WBGene00009278,npr-33,0.0,0.34,0.34,0.0,-0.014535584051330491
WBGene00007411,C07C7.1,0.34,0.02,0.34,0.045077837261884135,-0.00038205578828254066
WBGene00011272,dtmk-1,0.09,0.34,0.34,0.0013975067000278482,0.004051205738911076
WBGene00021186,Y9D1A.1,0.0,0.34,0.34,0.0,-0.016104048081614013
WBGene00011695,T10G3.4,0.0,0.34,0.34,0.0,-0.017438179818566872
WBGene00002216,klp-3,0.33,0.01,0.33,0.004606519744900469,0.0001585682526536982
WBGene00015687,chdp-1,0.01,0.33,0.33,0.0001898720307737765,0.01508149119382503
WBGene00010724,K09E9.1,0.33,0.04,0.33,0.006488456128731169,-0.0003940410936154965
WBGene00012259,sulp-7,0.33,0.0,0.33,-0.012997480640587294,0.0
WBGene00004829,sli-1,0.0,0.33,0.33,0.0,-0.009608315110410427
WBGene00045211,C18D11.9,0.33,0.0,0.33,-0.029488394823590544,0.0
WBGene00018607,F48E3.8,0.0,0.32,0.32,0.0,0.023747725566928314
WBGene00000767,coq-8,0.02,0.32,0.32,-0.000668001450019989,-0.009668269107394352
WBGene00017828,F26F4.6,0.32,0.02,0.32,0.004815633633597296,4.866321039846635e-05
WBGene00001223,ehn-3,0.32,0.0,0.32,-0.017208754063898716,0.0
WBGene00001854,hil-3,0.0,0.32,0.32,0.0,0.0011467718141001159
WBGene00000618,col-41,0.32,0.0,0.32,-0.019473150790544787,0.0
WBGene00008438,DH11.5,0.32,0.0,0.32,0.0041303996063069715,0.0
WBGene00017011,eaf-1,0.32,0.0,0.32,0.013311887975310972,0.0
WBGene00000103,akt-2,0.0,0.32,0.32,0.0,-0.006781738126914347
WBGene00017482,set-9,0.08,0.32,0.32,-0.0016487568928783708,0.016200711196371554
WBGene00006784,unc-49,0.12,0.32,0.32,-0.003968252526151437,-0.010043114802788251
WBGene00000609,col-20,0.01,0.32,0.32,3.349949991163852e-05,0.03222044040220713
WBGene00001627,gly-2,0.0,0.31,0.31,0.0,-0.009748690050040308
WBGene00014836,T09F5.12,0.0,0.31,0.31,0.0,0.033402685293206454
WBGene00011820,T18D3.1,0.31,0.0,0.31,0.010473385548210258,0.0
WBGene00016361,drd-10,0.04,0.31,0.31,0.0024734124792561746,0.031118665932072763
WBGene00008315,C54G4.5,0.01,0.31,0.31,-0.00036764029783604215,0.01815565631502441
WBGene00020930,hlh-30,0.31,0.09,0.31,0.0010314415499445388,8.356160584459992e-05
WBGene00015557,C06G4.1,0.31,0.01,0.31,-0.013026525016585057,-2.4595652701533207e-06
WBGene00003593,nfm-1,0.0,0.31,0.31,0.0,0.03986327949245254
WBGene00235291,C01G5.25,0.31,0.0,0.31,0.0055308409827748385,0.0
WBGene00016038,cst-2,0.0,0.31,0.31,0.0,-0.008664394347512224
WBGene00022497,Y119D3B.21,0.0,0.31,0.31,0.0,0.02933340299139359
WBGene00022623,ZC487.1,0.0,0.31,0.31,0.0,0.01927744311603731
WBGene00219337,T16G1.18,0.0,0.31,0.31,0.0,0.013987171155202545
WBGene00195662,T19F4.2,0.31,0.0,0.31,0.014405740706496608,0.0
WBGene00016429,C35A11.2,0.3,0.03,0.3,0.029528055506519334,0.0030243547378979523
WBGene00003394,mom-1,0.3,0.01,0.3,-0.01076672320621102,-0.0003463609430912288
WBGene00017692,F22B7.1,0.0,0.3,0.3,0.0,0.029000302561862847
WBGene00010621,egg-6,0.3,0.0,0.3,-0.010023488729093637,0.0
WBGene00010640,K07F5.16,0.3,0.0,0.3,0.006957370839165727,0.0
WBGene00014124,usip-1,0.3,0.05,0.3,0.007915903109089654,-0.0006805164529088603
WBGene00004257,pxn-2,0.3,0.0,0.3,0.03541157393228536,0.0
WBGene00021265,Y22D7AR.12,0.0,0.29,0.29,0.0,-0.009011260674492703
WBGene00001512,gab-1,0.0,0.29,0.29,0.0,-0.01040026300684791
WBGene00009958,madd-4,0.01,0.29,0.29,0.00022714102614599706,0.013424112691730194
WBGene00015124,anmt-1,0.29,0.0,0.29,-0.013164408974580726,0.0
WBGene00012962,dmsr-5,0.29,0.0,0.29,-0.015406490495258763,0.0
WBGene00000656,col-80,0.0,0.29,0.29,0.0,0.015493243156093099
WBGene00020993,W03F8.3,0.28,0.0,0.28,-0.010107190183879587,0.0
WBGene00014255,ZK1320.5,0.0,0.28,0.28,0.0,-0.009762596629431675
WBGene00001862,him-3,0.28,0.01,0.28,-0.02406636829724085,0.000723241076901772
WBGene00195226,ZC404.16,0.0,0.28,0.28,0.0,-0.020664104666321514
WBGene00000140,anc-1,0.0,0.28,0.28,0.0,0.0011258467954553364
WBGene00008117,gsr-1,0.28,0.0,0.28,-0.012641863525118488,0.0
WBGene00010983,mocs-1,0.28,0.0,0.28,-0.016563965581050222,0.0
WBGene00007943,C34F6.9,0.27,0.0,0.27,0.005529783588416164,0.0
WBGene00008307,ncs-5,0.0,0.27,0.27,0.0,0.009799506498024562
WBGene00018519,F46H5.3,0.11,0.27,0.27,0.00024726703279015825,0.0006602423618578034
WBGene00020251,camt-1,0.01,0.27,0.27,2.2910437813481618e-05,0.0035304379421831674
WBGene00016264,C30F12.5,0.27,0.0,0.27,0.026592673238789617,0.0
WBGene00011143,rpap-2,0.27,0.0,0.27,0.005541027008724566,0.0
WBGene00018798,gnrr-1,0.0,0.27,0.27,0.0,-0.015728574062827336
WBGene00000585,cogc-2,0.27,0.0,0.27,0.0032068026454791496,0.0
WBGene00006593,tol-1,0.0,0.27,0.27,0.0,0.010331451337156555
WBGene00012753,Y41C4A.6,0.27,0.01,0.27,-0.010579753419026337,-0.0006076740576949211
WBGene00011078,R07B1.6,0.0,0.27,0.27,0.0,-0.011213263461666553
WBGene00007637,dhhc-7,0.27,0.0,0.27,-0.0051199203963187764,0.0
WBGene00014088,ZK809.8,0.0,0.27,0.27,0.0,0.01592955073079399
WBGene00005717,srv-6,0.09,0.26,0.26,-0.004183912677493162,-0.012987983505339008
WBGene00020471,pho-14,0.03,0.26,0.26,0.0037311643649458786,0.02225668708676723
WBGene00004776,ser-1,0.0,0.26,0.26,0.0,-0.008406179204926421
WBGene00271716,F39E9.28,0.26,0.0,0.26,0.003265488166454431,0.0
WBGene00002026,hsp-70,0.22,0.26,0.26,0.0009024823322621158,0.0006085413276837995
WBGene00019275,rpac-40,0.26,0.0,0.26,-0.007067958463366723,0.0
WBGene00007166,fbxa-152,0.01,0.26,0.26,-8.626487270917127e-05,-0.008536165765377758
WBGene00011832,bgal-1,0.0,0.26,0.26,0.0,-0.013522709159938457
WBGene00008021,C39B10.1,0.0,0.26,0.26,0.0,-0.013132930285244527
WBGene00013144,pno-1,0.26,0.02,0.26,-0.014143814596696436,-0.0001331123401466246
WBGene00018739,F53B1.8,0.0,0.26,0.26,0.0,-0.0035766985845912948
WBGene00015940,zipt-3,0.26,0.0,0.26,-0.002205582188886252,0.0
WBGene00006792,unc-58,0.0,0.26,0.26,0.0,0.0166830349770697
WBGene00303208,Y71H2AM.29,0.26,0.0,0.26,-0.006680592904767023,0.0
WBGene00013146,Y53C12B.7,0.26,0.0,0.26,0.023377787543356714,0.0
WBGene00016460,C35E7.8,0.01,0.26,0.26,-2.185335707367456e-05,-0.020839142778683463
WBGene00011540,T06E6.10,0.26,0.02,0.26,-0.006577481336817765,0.002547958266116659
WBGene00017548,F18A1.7,0.0,0.25,0.25,0.0,0.021235800543140275
WBGene00022388,Y95B8A.8,0.0,0.25,0.25,0.0,-0.008837036152510726
WBGene00006767,unc-31,0.0,0.25,0.25,0.0,0.010769129412305425
WBGene00044903,K03H1.13,0.25,0.0,0.25,0.009655204625428846,0.0
WBGene00021082,zip-11,0.25,0.01,0.25,-0.013956293509323538,-4.995251863429583e-05
WBGene00005449,srh-243,0.0,0.25,0.25,0.0,-0.016511244247595855
WBGene00007518,del-8,0.25,0.0,0.25,0.02092257268869927,0.0
WBGene00018694,F52E1.5,0.0,0.25,0.25,0.0,0.018489637903138994
WBGene00015096,B0261.8,0.25,0.0,0.25,0.002164663783091511,0.0
WBGene00018620,F48G7.9,0.25,0.03,0.25,-0.007700216257164533,-0.00011839600748459728
WBGene00019642,K11C4.1,0.0,0.25,0.25,0.0,-0.008614509006333976
WBGene00015574,irg-1,0.01,0.25,0.25,-0.00023916102219111933,0.024508712695115124
WBGene00007488,dph-2,0.25,0.01,0.25,-0.009490035044983275,-0.00033775940634952817
WBGene00009049,F22B8.7,0.25,0.11,0.25,-0.01051025874285187,-0.0039517699935625004
WBGene00219451,F52D2.12,0.25,0.0,0.25,-0.013532821131296975,0.0
WBGene00012456,Y17D7C.2,0.25,0.0,0.25,-0.011545579562813064,0.0
WBGene00018974,fcho-1,0.25,0.0,0.25,0.007193082709961595,0.0
WBGene00012274,W05B5.1,0.24,0.12,0.24,0.0015230960795596755,0.0010757781946002835
WBGene00005002,spp-17,0.24,0.07,0.24,-0.01694378492331123,0.009944848283764875
WBGene00017732,F23C8.3,0.0,0.24,0.24,0.0,-0.013108761210537414
WBGene00003748,nlp-10,0.01,0.24,0.24,0.0003635610064522938,0.015198810421398057
WBGene00003597,nhl-1,0.24,0.0,0.24,-0.008068341138472422,0.0
WBGene00009289,exos-7,0.24,0.0,0.24,-0.010034494618470334,0.0
WBGene00013004,mrpl-37,0.24,0.0,0.24,-0.01022623483031234,0.0
WBGene00000376,ccr-4,0.24,0.01,0.24,0.002518198858924717,7.592094494408872e-06
WBGene00017848,F27B3.6,0.24,0.0,0.24,-0.011051608211806585,0.0
WBGene00007522,C11E4.8,0.24,0.01,0.24,0.011906929556902687,1.412778802188805e-06
WBGene00004954,spd-3,0.24,0.0,0.24,-0.007583999908372092,0.0
WBGene00012807,Y43F4B.10,0.1,0.24,0.24,-0.0002733349861486755,0.0014301714727296888
WBGene00016637,C44B12.3,0.24,0.01,0.24,-0.007824145356146579,9.343132650867511e-05
WBGene00001035,dnj-17,0.24,0.0,0.24,-0.008441261964142808,0.0
WBGene00010454,K01B6.3,0.0,0.24,0.24,0.0,-0.014065909793051057
WBGene00021933,Y55F3AR.2,0.24,0.02,0.24,0.016044704701375735,-0.0005618975588965568
WBGene00000083,adt-2,0.0,0.24,0.24,0.0,0.016061645434475323
WBGene00015303,rga-6,0.23,0.02,0.23,0.006194561810235439,0.0003984371769062454
WBGene00015611,C08F1.8,0.0,0.23,0.23,0.0,-0.004117951433944831
WBGene00018208,F39G3.3,0.23,0.0,0.23,0.0032957379408731376,0.0
WBGene00019328,clec-149,0.23,0.0,0.23,0.026142839414999106,0.0
WBGene00018837,F54G2.1,0.01,0.23,0.23,7.747203545125278e-07,0.0012346836574458186
WBGene00005022,sqv-4,0.0,0.23,0.23,0.0,0.020848807353747882
WBGene00018937,F56B6.6,0.01,0.23,0.23,0.000261545507511773,-0.010047730002619715
WBGene00271694,T10E9.14,0.04,0.23,0.23,-0.0015653914095401056,0.015957658427155127
WBGene00002268,lec-5,0.01,0.23,0.23,-7.121749318406308e-06,0.015775360524872082
WBGene00010975,R01H10.7,0.01,0.23,0.23,-1.4821067621346908e-05,-0.005231904803690038
WBGene00008096,C44H4.8,0.01,0.23,0.23,0.0009867712134098731,-0.009791897854204283
WBGene00019846,gpx-7,0.23,0.0,0.23,-0.008715972971678398,0.0
WBGene00013335,Y57G11C.46,0.01,0.23,0.23,-3.3106222739085995e-07,-0.00932522165371919
WBGene00008065,npr-18,0.23,0.0,0.23,0.012823210387016943,0.0
WBGene00003586,ndx-9,0.02,0.23,0.23,0.0002487917917481037,-0.004847172262699342
WBGene00013225,Y56A3A.2,0.22,0.0,0.22,0.006932635762971908,0.0
WBGene00015165,B0361.11,0.22,0.04,0.22,0.015953953645884686,0.0015428775508646308
WBGene00006768,unc-32,0.22,0.16,0.22,0.0002446627399460197,8.051608567566268e-05
WBGene00006512,abcf-1,0.22,0.02,0.22,-0.00392046272353169,-0.0003863042442072388
WBGene00010344,F59F5.5,0.0,0.22,0.22,0.0,0.008430618200900707
WBGene00009201,F28C1.3,0.0,0.22,0.22,0.0,0.0020619973464710583
WBGene00001162,efl-2,0.22,0.01,0.22,0.0061173942606080715,2.9136431419105143e-06
WBGene00018421,F44E2.8,0.0,0.22,0.22,0.0,0.006650487832947042
WBGene00016169,C27F2.7,0.22,0.0,0.22,-0.004272326952479826,0.0
WBGene00007413,pro-2,0.0,0.22,0.22,0.0,-0.0036111735738798435
WBGene00018257,F41B4.1,0.0,0.22,0.22,0.0,0.020652405681320003
WBGene00008886,F16C3.2,0.22,0.0,0.22,0.008853386786339838,0.0
WBGene00012888,sas-6,0.22,0.0,0.22,-0.006563462551878893,0.0
WBGene00004283,rab-33,0.0,0.22,0.22,0.0,0.0072261817516476
WBGene00004437,rpl-24.2,0.0,0.22,0.22,0.0,-0.00412472119180887
WBGene00021763,Y51F10.2,0.02,0.22,0.22,-0.0002951740117942069,-0.007842673477293796
WBGene00045189,srpr-1.1,0.01,0.22,0.22,2.2361887464961185e-06,-0.006156949515577672
WBGene00017983,F32D1.3,0.01,0.21,0.21,0.0005960663877959158,-0.004703106967958296
WBGene00021402,Y38C1AA.12,0.0,0.21,0.21,0.0,0.003474843018188333
WBGene00008128,srab-12,0.0,0.21,0.21,0.0,0.014927967201719707
WBGene00000608,col-19,0.21,0.0,0.21,0.012159576856320423,0.0
WBGene00010986,sprr-1,0.21,0.01,0.21,-0.0063121675832874865,-0.0004944874188991517
WBGene00007492,C09G9.1,0.21,0.04,0.21,-0.003263988852834538,0.0008043896422803887
WBGene00015918,C17G10.6,0.03,0.21,0.21,0.001066425929618009,-0.010185846893634077
WBGene00003417,mrt-2,0.0,0.21,0.21,0.0,0.009079325609805605
WBGene00007826,C30H6.9,0.0,0.21,0.21,0.0,-0.007972210344140331
WBGene00012858,Y44F5A.1,0.21,0.0,0.21,-0.00834074286687038,0.0
WBGene00002149,irk-1,0.0,0.2,0.2,0.0,-0.009292480160847045
WBGene00020807,T25F10.4,0.0,0.2,0.2,0.0,-0.010041109025023958
WBGene00077669,Y38H6A.5,0.2,0.1,0.2,-0.009027724864623719,0.006459910612776188
WBGene00007229,C01G6.9,0.2,0.0,0.2,-0.007896382843041286,0.0
WBGene00302988,F26D11.20,0.0,0.2,0.2,0.0,-0.006642679649116991
WBGene00018215,igcm-1,0.0,0.2,0.2,0.0,-0.0048688454148735315
WBGene00008502,skih-2,0.2,0.0,0.2,0.007943042639945018,0.0
WBGene00200953,T22C1.15,0.0,0.2,0.2,0.0,0.014193351428988095
WBGene00002081,ina-1,0.01,0.2,0.2,-3.0971381670250863e-05,0.010479360930722355
WBGene00018551,F47C12.8,0.0,0.2,0.2,0.0,-0.004328372645046633
WBGene00018041,F35D2.3,0.2,0.0,0.2,-0.007992500644897782,0.0
WBGene00006064,sto-2,0.2,0.0,0.2,0.009864482763672073,0.0
WBGene00022677,rfth-1,0.2,0.0,0.2,0.0034364790343008617,0.0
WBGene00001395,fat-3,0.2,0.01,0.2,-0.011398083566638366,-0.00018831114235550424
WBGene00021841,Y54E10BR.2,0.2,0.0,0.2,-0.006014608133620691,0.0
WBGene00016245,rbmx-2,0.2,0.0,0.2,-0.003598341934615771,0.0
WBGene00011558,ostf-4,0.2,0.0,0.2,0.002135676416335559,0.0
WBGene00001617,glr-6,0.2,0.03,0.2,-0.007120968683965861,-0.000381529477203148
WBGene00014015,panl-3,0.01,0.2,0.2,0.0006773639882008191,-0.0024767373386526625
WBGene00015480,C05D10.4,0.04,0.2,0.2,0.0007010260601822318,0.02392689734527929
WBGene00005667,sru-4,0.0,0.2,0.2,0.0,-0.007502624015706311
WBGene00002264,lec-1,0.02,0.2,0.2,-5.939674712168397e-06,0.0006443813855529918
WBGene00020379,T09B4.5,0.2,0.0,0.2,-0.00627005446630825,0.0
WBGene00017154,ugt-57,0.2,0.0,0.2,-0.005869746413669396,0.0
WBGene00015538,sams-3,0.2,0.01,0.2,-0.009581894278024729,0.00017611069332351966
WBGene00045146,Y41E3.22,0.19,0.0,0.19,0.01144093683980003,0.0
WBGene00006509,tag-164,0.19,0.0,0.19,0.02168884327822529,0.0
WBGene00006414,raga-1,0.02,0.19,0.19,-5.242253933338316e-05,0.0022467331110687357
WBGene00009988,F53F4.4,0.04,0.19,0.19,0.0008477409685118788,0.01668771395626047
WBGene00021698,frl-1,0.0,0.19,0.19,0.0,0.0038653218184959153
