,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
ADAL,0.13568865857389487,5.85250305451041,11.009715825984614,15.102503054510468,17.730234210034222,18.635688658573894,17.730234210034222,15.102503054510468,11.009715825984614,5.85250305451041,0.13568865857389487,-5.581125737362618,-10.738338508836822,-14.831125737362676,-17.458856892886427,-18.3643113414261,-17.458856892886427,-14.831125737362676,-10.738338508836826,-5.581125737362621,0.13568865857388973,5.852503054510409,11.009715825984609,15.102503054510468,17.730234210034222,18.635688658573894,17.730234210034222,15.102503054510468,11.009715825984614,5.852503054510417,0.1356886585739,-5.581125737362618,-10.738338508836822,-14.831125737362676,-17.458856892886427,-18.3643113414261,-17.458856892886427,-14.831125737362678,-10.738338508836826,-5.581125737362629,0.1356886585738846,5.852503054510396,11.00971582598461,15.102503054510468,17.73023421003422,18.635688658573894,17.730234210034222,15.102503054510457,11.009715825984614,5.852503054510452,0.13568865857390514,-5.581125737362604,-10.73833850883682,-14.83112573736268,-17.458856892886427,-18.3643113414261,-17.458856892886427,-14.831125737362681,-10.738338508836828,-5.581125737362664,0.13568865857387946,5.85250305451042,11.009715825984609,15.102503054510471,17.730234210034222,18.635688658573894,17.730234210034222,15.102503054510471,11.009715825984616,5.852503054510406,0.13568865857391027,-5.581125737362631,-10.73833850883682,-14.83112573736266,-17.458856892886427,-18.3643113414261,-17.458856892886427,-14.831125737362665,-10.738338508836828,-5.581125737362617,0.13568865857387433,5.852503054510393,11.009715825984586,15.102503054510468,17.730234210034222,18.635688658573894,17.730234210034222,15.102503054510516,11.009715825984697,5.852503054510406,0.1356886585739154,-5.581125737362602,-10.73833850883682,-14.83112573736266,-17.45885689288643,-18.3643113414261,-17.458856892886427,-14.831125737362724,-10.738338508836913,-5.581125737362618
ADAR,0.11495913893501922,4.750214054559221,8.931737923322094,12.250214054559255,14.380806883362288,15.114959138934983,14.380806883362288,12.250214054559255,8.931737923322094,4.750214054559221,0.1149591389350213,-4.5202957766891805,-8.701819645452053,-12.020295776689213,-14.15088860549225,-14.885040861064946,-14.15088860549225,-12.020295776689213,-8.701819645452058,-4.520295776689183,0.11495913893501505,4.750214054559221,8.931737923322089,12.250214054559255,14.380806883362288,15.114959138934983,14.380806883362288,12.250214054559255,8.931737923322094,4.750214054559229,0.11495913893502546,-4.5202957766891805,-8.701819645452053,-12.020295776689213,-14.15088860549225,-14.885040861064946,-14.15088860549225,-12.020295776689213,-8.701819645452058,-4.520295776689191,0.11495913893501089,4.750214054559207,8.93173792332209,12.250214054559255,14.380806883362284,15.114959138934983,14.380806883362288,12.250214054559242,8.931737923322094,4.750214054559263,0.11495913893502754,-4.520295776689167,-8.701819645452053,-12.020295776689217,-14.15088860549225,-14.885040861064946,-14.15088860549225,-12.020295776689219,-8.701819645452058,-4.5202957766892276,0.11495913893500881,4.750214054559231,8.931737923322089,12.250214054559258,14.380806883362288,15.114959138934983,14.380806883362288,12.250214054559258,8.931737923322096,4.750214054559217,0.11495913893503171,-4.520295776689194,-8.701819645452053,-12.0202957766892,-14.15088860549225,-14.885040861064946,-14.150888605492252,-12.020295776689203,-8.701819645452058,-4.52029577668918,0.11495913893500465,4.750214054559205,8.931737923322066,12.250214054559255,14.380806883362288,15.114959138934983,14.380806883362288,12.250214054559303,8.931737923322178,4.750214054559218,0.11495913893503587,-4.5202957766891645,-8.701819645452051,-12.0202957766892,-14.150888605492252,-14.885040861064946,-14.150888605492252,-12.020295776689263,-8.701819645452144,-4.5202957766891805
ADEL,0.15582021130443768,6.367061798240867,11.970303782383109,16.417061798240926,19.272056188837034,20.255820211304457,19.272056188837034,16.417061798240926,11.970303782383109,6.367061798240867,0.15582021130443768,-6.0554213756319895,-11.65866335977423,-16.105421375632055,-18.960415766228152,-19.94417978869558,-18.960415766228152,-16.105421375632055,-11.658663359774236,-6.055421375631993,0.1558202113044321,6.367061798240866,11.970303782383104,16.417061798240926,19.272056188837034,20.255820211304457,19.272056188837034,16.41706179824093,11.970303782383109,6.367061798240874,0.15582021130444326,-6.0554213756319895,-11.65866335977423,-16.105421375632055,-18.960415766228152,-19.94417978869558,-18.960415766228152,-16.10542137563206,-11.658663359774236,-6.055421375632,0.15582021130442653,6.3670617982408535,11.970303782383105,16.417061798240926,19.27205618883703,20.255820211304457,19.272056188837034,16.417061798240915,11.970303782383109,6.367061798240909,0.15582021130444884,-6.055421375631976,-11.65866335977423,-16.10542137563206,-18.960415766228152,-19.94417978869558,-18.960415766228152,-16.105421375632062,-11.658663359774236,-6.0554213756320365,0.15582021130442095,6.367061798240877,11.970303782383104,16.41706179824093,19.272056188837034,20.255820211304457,19.272056188837034,16.417061798240933,11.97030378238311,6.367061798240863,0.15582021130445442,-6.055421375632003,-11.658663359774229,-16.10542137563204,-18.960415766228152,-19.94417978869558,-18.960415766228156,-16.105421375632044,-11.658663359774236,-6.055421375631989,0.15582021130441537,6.367061798240851,11.97030378238308,16.41706179824093,19.272056188837034,20.255820211304457,19.272056188837034,16.417061798240976,11.970303782383192,6.367061798240864,0.15582021130446,-6.0554213756319735,-11.658663359774229,-16.10542137563204,-18.960415766228156,-19.94417978869558,-18.960415766228156,-16.105421375632105,-11.658663359774321,-6.0554213756319895
ADER,0.15497309150075733,4.9447365043124325,9.265644502034068,12.69473650431247,14.896349094075601,15.654973091500718,14.896349094075601,12.69473650431247,9.265644502034068,4.9447365043124325,0.15497309150075733,-4.634790321310915,-8.95569831903255,-12.384790321310954,-14.586402911074087,-15.345026908499205,-14.586402911074087,-12.384790321310954,-8.955698319032555,-4.634790321310919,0.15497309150075303,4.944736504312432,9.265644502034062,12.69473650431247,14.896349094075601,15.654973091500718,14.896349094075601,12.69473650431247,9.265644502034068,4.94473650431244,0.15497309150076163,-4.634790321310916,-8.95569831903255,-12.384790321310952,-14.586402911074087,-15.345026908499205,-14.586402911074087,-12.384790321310954,-8.955698319032555,-4.634790321310926,0.15497309150074873,4.944736504312418,9.265644502034062,12.69473650431247,14.896349094075598,15.654973091500718,14.896349094075601,12.69473650431246,9.265644502034068,4.944736504312474,0.15497309150076594,-4.634790321310902,-8.95569831903255,-12.384790321310957,-14.586402911074087,-15.345026908499205,-14.586402911074087,-12.384790321310957,-8.955698319032555,-4.6347903213109625,0.15497309150074443,4.944736504312442,9.265644502034062,12.694736504312473,14.896349094075601,15.654973091500718,14.896349094075601,12.694736504312475,9.265644502034068,4.944736504312429,0.15497309150077024,-4.634790321310929,-8.95569831903255,-12.384790321310938,-14.586402911074087,-15.345026908499205,-14.586402911074089,-12.384790321310941,-8.955698319032557,-4.634790321310915,0.15497309150074012,4.9447365043124165,9.26564450203404,12.694736504312472,14.896349094075601,15.654973091500718,14.896349094075601,12.694736504312518,9.265644502034151,4.94473650431243,0.15497309150077454,-4.634790321310899,-8.955698319032548,-12.384790321310938,-14.586402911074089,-15.345026908499205,-14.586402911074089,-12.384790321311002,-8.95569831903264,-4.634790321310915
ADFL,0.10190352801193482,5.942324721698428,11.211044796339642,15.39232472169849,18.076871685990326,19.001903528011937,18.076871685990326,15.39232472169849,11.211044796339642,5.942324721698428,0.10190352801193744,-5.738517665674556,-11.00723774031577,-15.188517665674617,-17.873064629966454,-18.798096471988064,-17.873064629966454,-15.188517665674617,-11.007237740315773,-5.73851766567456,0.10190352801192958,5.942324721698427,11.211044796339637,15.39232472169849,18.076871685990326,19.001903528011937,18.076871685990326,15.39232472169849,11.211044796339642,5.942324721698435,0.10190352801194269,-5.738517665674556,-11.00723774031577,-15.188517665674617,-17.873064629966454,-18.798096471988064,-17.873064629966454,-15.188517665674619,-11.007237740315775,-5.738517665674567,0.10190352801192433,5.942324721698414,11.211044796339639,15.39232472169849,18.076871685990323,19.001903528011937,18.076871685990326,15.392324721698477,11.211044796339642,5.942324721698471,0.10190352801194531,-5.738517665674543,-11.007237740315768,-15.18851766567462,-17.873064629966454,-18.798096471988064,-17.873064629966454,-15.188517665674622,-11.007237740315775,-5.738517665674602,0.1019035280119217,5.942324721698438,11.211044796339637,15.392324721698493,18.076871685990326,19.001903528011937,18.076871685990326,15.392324721698493,11.211044796339644,5.942324721698425,0.10190352801195056,-5.73851766567457,-11.007237740315768,-15.188517665674603,-17.873064629966454,-18.798096471988064,-17.873064629966457,-15.188517665674606,-11.007237740315775,-5.738517665674555,0.10190352801191646,5.942324721698411,11.211044796339614,15.39232472169849,18.076871685990326,19.001903528011937,18.076871685990326,15.392324721698538,11.211044796339726,5.942324721698426,0.1019035280119558,-5.73851766567454,-11.007237740315768,-15.188517665674603,-17.873064629966457,-18.798096471988064,-17.873064629966457,-15.188517665674667,-11.007237740315858,-5.738517665674556
ADFR,0.10768387483250574,5.02105408539416,9.453469386282803,12.971054085394199,15.229482483925409,16.007683874832466,15.229482483925409,12.971054085394199,9.453469386282803,5.02105408539416,0.10768387483250795,-4.8056863357291455,-9.23810163661779,-12.755686335729186,-15.0141147342604,-15.792316125167455,-15.0141147342604,-12.755686335729186,-9.238101636617793,-4.805686335729149,0.10768387483250133,5.021054085394159,9.453469386282798,12.971054085394199,15.229482483925409,16.007683874832466,15.229482483925409,12.9710540853942,9.453469386282803,5.021054085394167,0.10768387483251236,-4.805686335729146,-9.23810163661779,-12.755686335729186,-15.0141147342604,-15.792316125167455,-15.0141147342604,-12.755686335729186,-9.238101636617793,-4.805686335729156,0.10768387483249692,5.021054085394145,9.4534693862828,12.971054085394199,15.229482483925407,16.007683874832466,15.229482483925409,12.971054085394188,9.453469386282805,5.021054085394201,0.10768387483251457,-4.805686335729132,-9.238101636617788,-12.75568633572919,-15.0141147342604,-15.792316125167455,-15.0141147342604,-12.755686335729191,-9.238101636617795,-4.805686335729192,0.10768387483249471,5.021054085394169,9.4534693862828,12.971054085394202,15.229482483925409,16.007683874832466,15.22948248392541,12.971054085394204,9.453469386282805,5.021054085394156,0.10768387483251898,-4.805686335729159,-9.238101636617788,-12.75568633572917,-15.0141147342604,-15.792316125167455,-15.0141147342604,-12.755686335729175,-9.238101636617795,-4.8056863357291455,0.1076838748324903,5.021054085394143,9.453469386282775,12.9710540853942,15.229482483925409,16.007683874832466,15.22948248392541,12.971054085394247,9.453469386282888,5.021054085394157,0.1076838748325234,-4.80568633572913,-9.238101636617788,-12.75568633572917,-15.0141147342604,-15.792316125167455,-15.0141147342604,-12.755686335729235,-9.238101636617879,-4.8056863357291455
ADLL,0.1025014949253911,4.274230918987173,8.037602400873762,11.024230918987195,12.941764464909935,13.60250149492536,12.941764464909935,11.024230918987195,8.037602400873762,4.274230918987174,0.10250149492539297,-4.069227929136389,-7.832599411022977,-10.819227929136412,-12.736761475059154,-13.397498505074578,-12.736761475059154,-10.819227929136412,-7.83259941102298,-4.0692279291363915,0.10250149492538735,4.274230918987173,8.037602400873757,11.024230918987195,12.941764464909935,13.60250149492536,12.941764464909935,11.024230918987197,8.037602400873762,4.274230918987181,0.10250149492539672,-4.069227929136389,-7.832599411022976,-10.819227929136412,-12.736761475059154,-13.397498505074578,-12.736761475059154,-10.819227929136412,-7.83259941102298,-4.0692279291363995,0.1025014949253836,4.274230918987159,8.037602400873757,11.024230918987195,12.941764464909932,13.60250149492536,12.941764464909935,11.024230918987184,8.037602400873762,4.274230918987215,0.10250149492539859,-4.0692279291363755,-7.832599411022975,-10.819227929136416,-12.736761475059154,-13.397498505074578,-12.736761475059154,-10.819227929136416,-7.832599411022981,-4.069227929136435,0.10250149492538173,4.2742309189871825,8.037602400873757,11.024230918987199,12.941764464909934,13.60250149492536,12.941764464909935,11.0242309189872,8.037602400873762,4.27423091898717,0.10250149492540234,-4.069227929136402,-7.832599411022975,-10.819227929136396,-12.736761475059154,-13.397498505074578,-12.736761475059154,-10.8192279291364,-7.832599411022982,-4.069227929136388,0.10250149492537798,4.274230918987157,8.037602400873732,11.024230918987197,12.941764464909934,13.60250149492536,12.941764464909935,11.024230918987243,8.037602400873846,4.27423091898717,0.10250149492540608,-4.069227929136373,-7.832599411022975,-10.819227929136396,-12.736761475059154,-13.397498505074578,-12.736761475059154,-10.81922792913646,-7.832599411023064,-4.069227929136389
ADLR,0.1090791309613372,3.3537575718982793,6.280824280032298,8.603757571898281,10.095172552060431,10.609079130961316,10.095172552060431,8.603757571898281,6.280824280032298,3.3537575718982793,0.10907913096133866,-3.1355993099756025,-6.062666018109621,-8.385599309975603,-9.877014290137756,-10.390920869038643,-9.877014290137756,-8.385599309975603,-6.062666018109625,-3.1355993099756057,0.10907913096133429,3.353757571898279,6.280824280032292,8.60375757189828,10.095172552060431,10.609079130961316,10.095172552060431,8.603757571898281,6.280824280032298,3.353757571898287,0.10907913096134157,-3.135599309975603,-6.062666018109621,-8.385599309975603,-9.877014290137756,-10.390920869038643,-9.877014290137758,-8.385599309975605,-6.062666018109625,-3.135599309975613,0.10907913096133137,3.3537575718982655,6.280824280032294,8.60375757189828,10.095172552060427,10.609079130961316,10.095172552060431,8.603757571898269,6.280824280032299,3.353757571898312,0.10907913096134303,-3.1355993099755897,-6.06266601810962,-8.385599309975607,-9.877014290137756,-10.390920869038643,-9.877014290137758,-8.385599309975609,-6.062666018109626,-3.1355993099756367,0.10907913096132991,3.353757571898289,6.280824280032293,8.603757571898285,10.095172552060431,10.609079130961316,10.095172552060431,8.603757571898285,6.2808242800322995,3.353757571898276,0.10907913096134594,-3.135599309975616,-6.06266601810962,-8.38559930997559,-9.877014290137756,-10.390920869038643,-9.877014290137758,-8.385599309975593,-6.062666018109626,-3.135599309975602,0.109079130961327,3.3537575718982633,6.280824280032269,8.603757571898281,10.095172552060431,10.609079130961316,10.095172552060431,8.60375757189833,6.280824280032356,3.3537575718982766,0.10907913096134886,-3.1355993099755874,-6.062666018109619,-8.38559930997559,-9.877014290137758,-10.390920869038643,-9.877014290137758,-8.385599309975653,-6.062666018109682,-3.1355993099756025
AFDL,0.04076141120450505,3.687161944828878,6.976627388255677,9.587161944828887,11.263228303487294,11.84076141120448,11.263228303487294,9.587161944828887,6.976627388255677,3.687161944828878,0.04076141120450669,-3.6056391224198654,-6.895104565846664,-9.505639122419877,-11.181705481078284,-11.759238588795471,-11.181705481078284,-9.505639122419877,-6.895104565846667,-3.605639122419868,0.040761411204501774,3.6871619448288775,6.976627388255672,9.587161944828887,11.263228303487294,11.84076141120448,11.263228303487294,9.587161944828887,6.976627388255677,3.687161944828885,0.04076141120450914,-3.6056391224198654,-6.895104565846664,-9.505639122419876,-11.181705481078284,-11.759238588795471,-11.181705481078284,-9.505639122419877,-6.895104565846667,-3.6056391224198756,0.04076141120449932,3.6871619448288637,6.976627388255673,9.587161944828887,11.26322830348729,11.84076141120448,11.263228303487294,9.587161944828877,6.976627388255677,3.687161944828916,0.04076141120451242,-3.6056391224198525,-6.895104565846662,-9.50563912241988,-11.181705481078284,-11.759238588795471,-11.181705481078284,-9.50563912241988,-6.895104565846668,-3.605639122419906,0.04076141120449604,3.6871619448288877,6.976627388255672,9.58716194482889,11.263228303487294,11.84076141120448,11.263228303487294,9.587161944828893,6.976627388255678,3.6871619448288744,0.040761411204514875,-3.6056391224198783,-6.895104565846662,-9.505639122419861,-11.181705481078284,-11.759238588795471,-11.181705481078286,-9.505639122419865,-6.895104565846669,-3.6056391224198645,0.040761411204493586,3.687161944828861,6.976627388255649,9.587161944828889,11.263228303487294,11.84076141120448,11.263228303487294,9.587161944828937,6.976627388255746,3.687161944828875,0.04076141120451815,-3.6056391224198503,-6.895104565846662,-9.505639122419861,-11.181705481078286,-11.759238588795471,-11.181705481078286,-9.505639122419925,-6.8951045658467365,-3.6056391224198654
AFDR,0.041957345029568,3.4720459825914785,6.566373645476011,9.022045982591482,10.598684675905751,11.141957345029546,10.598684675905751,9.022045982591482,6.566373645476011,3.4720459825914785,0.04195734502956954,-3.3881312925323397,-6.482458955416871,-8.938131292532345,-10.514769985846616,-11.058042654970409,-10.514769985846616,-8.938131292532345,-6.482458955416876,-3.388131292532343,0.04195734502956492,3.4720459825914776,6.5663736454760055,9.022045982591482,10.598684675905751,11.141957345029546,10.598684675905751,9.022045982591484,6.566373645476011,3.4720459825914856,0.04195734502957185,-3.38813129253234,-6.482458955416871,-8.938131292532345,-10.514769985846616,-11.058042654970409,-10.514769985846616,-8.938131292532347,-6.482458955416876,-3.3881312925323503,0.04195734502956261,3.4720459825914642,6.566373645476006,9.022045982591482,10.598684675905748,11.141957345029546,10.598684675905751,9.022045982591472,6.566373645476011,3.4720459825915135,0.04195734502957493,-3.3881312925323273,-6.48245895541687,-8.93813129253235,-10.514769985846616,-11.058042654970409,-10.514769985846616,-8.93813129253235,-6.482458955416877,-3.388131292532377,0.04195734502955953,3.4720459825914882,6.5663736454760055,9.022045982591486,10.598684675905751,11.141957345029546,10.598684675905753,9.022045982591488,6.566373645476013,3.472045982591475,0.041957345029577243,-3.3881312925323526,-6.48245895541687,-8.938131292532331,-10.514769985846616,-11.058042654970409,-10.514769985846616,-8.938131292532335,-6.482458955416877,-3.3881312925323392,0.04195734502955722,3.4720459825914616,6.5663736454759825,9.022045982591484,10.598684675905751,11.141957345029546,10.598684675905753,9.022045982591532,6.566373645476074,3.4720459825914753,0.041957345029580324,-3.388131292532325,-6.4824589554168695,-8.938131292532331,-10.514769985846618,-11.058042654970409,-10.514769985846616,-8.938131292532395,-6.482458955416938,-3.3881312925323397
