original_path,filename,canonical_path,category,notes,file_exists,basename,status,relative_path,full_path,size_kb,_merge
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/summary/images/.gitattributes,.gitattributes,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitattributes,temp,,True,.gitattributes,✅ Verified,data/temp/.gitattributes,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitattributes,2.369140625,both
/home/rohit/Desktop/Projects/C-Elegans/celegans_connectome_data/.gitattributes,.gitattributes,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitattributes,temp,,True,.gitattributes,✅ Verified,data/temp/.gitattributes,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitattributes,2.369140625,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/summary/images/.gitattributes,.gitattributes,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitattributes,temp,,True,.gitattributes,✅ Verified,data/temp/.gitattributes,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitattributes,2.369140625,both
/home/rohit/Desktop/Projects/C-Elegans/celegans_neural_data/.gitattributes,.gitattributes,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitattributes,temp,,True,.gitattributes,✅ Verified,data/temp/.gitattributes,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitattributes,2.369140625,both
/home/rohit/Desktop/Projects/C-Elegans/c302/.gitignore,.gitignore,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitignore,temp,,True,.gitignore,✅ Verified,data/temp/.gitignore,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitignore,0.029296875,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/.gitignore,.gitignore,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitignore,temp,,True,.gitignore,✅ Verified,data/temp/.gitignore,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitignore,0.029296875,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/.gitignore,.gitignore,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitignore,temp,,True,.gitignore,✅ Verified,data/temp/.gitignore,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitignore,0.029296875,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.gitignore,.gitignore,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitignore,temp,,True,.gitignore,✅ Verified,data/temp/.gitignore,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitignore,0.029296875,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/generatedNeuroML/.gitignore,.gitignore,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitignore,temp,,True,.gitignore,✅ Verified,data/temp/.gitignore,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.gitignore,0.029296875,both
/home/rohit/Desktop/Projects/C-Elegans/c302/.openworm.yml,.openworm.yml,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.openworm.yml,temp,,True,.openworm.yml,✅ Verified,data/temp/.openworm.yml,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.openworm.yml,0.6494140625,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/.openworm.yml,.openworm.yml,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.openworm.yml,temp,,True,.openworm.yml,✅ Verified,data/temp/.openworm.yml,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.openworm.yml,0.6494140625,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/parametersweep/.test.canonical.jnmlnrn.omt,.test.canonical.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.canonical.jnmlnrn.omt,temp,,True,.test.canonical.jnmlnrn.omt,✅ Verified,data/temp/.test.canonical.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.canonical.jnmlnrn.omt,0.6015625,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/parametersweep/.test.canonical.mep,.test.canonical.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.canonical.mep,temp,,True,.test.canonical.mep,✅ Verified,data/temp/.test.canonical.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.canonical.mep,0.1640625,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/parametersweep/.test.canonical.omt,.test.canonical.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.canonical.omt,temp,,True,.test.canonical.omt,✅ Verified,data/temp/.test.canonical.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.canonical.omt,0.5654296875,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/parametersweep/.test.ex.jnmlnrn.omt,.test.ex.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.ex.jnmlnrn.omt,temp,,True,.test.ex.jnmlnrn.omt,✅ Verified,data/temp/.test.ex.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.ex.jnmlnrn.omt,0.93359375,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/parametersweep/.test.ex.mep,.test.ex.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.ex.mep,temp,,True,.test.ex.mep,✅ Verified,data/temp/.test.ex.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.ex.mep,0.2099609375,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/parametersweep/.test.ex.omt,.test.ex.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.ex.omt,temp,,True,.test.ex.omt,✅ Verified,data/temp/.test.ex.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.ex.omt,0.880859375,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharA.jnml.omt,.test.pharA.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharA.jnml.omt,temp,,True,.test.pharA.jnml.omt,✅ Verified,data/temp/.test.pharA.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharA.jnml.omt,0.515625,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharA.jnml.omt,.test.pharA.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharA.jnml.omt,temp,,True,.test.pharA.jnml.omt,✅ Verified,data/temp/.test.pharA.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharA.jnml.omt,0.515625,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharA.jnmlnrn.omt,.test.pharA.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharA.jnmlnrn.omt,temp,,True,.test.pharA.jnmlnrn.omt,✅ Verified,data/temp/.test.pharA.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharA.jnmlnrn.omt,0.51171875,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharA.jnmlnrn.omt,.test.pharA.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharA.jnmlnrn.omt,temp,,True,.test.pharA.jnmlnrn.omt,✅ Verified,data/temp/.test.pharA.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharA.jnmlnrn.omt,0.51171875,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharB.jnml.omt,.test.pharB.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharB.jnml.omt,temp,,True,.test.pharB.jnml.omt,✅ Verified,data/temp/.test.pharB.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharB.jnml.omt,0.517578125,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharB.jnml.omt,.test.pharB.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharB.jnml.omt,temp,,True,.test.pharB.jnml.omt,✅ Verified,data/temp/.test.pharB.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharB.jnml.omt,0.517578125,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharB.jnmlnrn.omt,.test.pharB.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharB.jnmlnrn.omt,temp,,True,.test.pharB.jnmlnrn.omt,✅ Verified,data/temp/.test.pharB.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharB.jnmlnrn.omt,0.51171875,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharB.jnmlnrn.omt,.test.pharB.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharB.jnmlnrn.omt,temp,,True,.test.pharB.jnmlnrn.omt,✅ Verified,data/temp/.test.pharB.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharB.jnmlnrn.omt,0.51171875,both
